loan_amnt,term,int_rate,grade,emp_length,home_ownership,annual_inc,dti,delinq_2yrs,revol_util,total_acc,purpose,age,default
27099, 36 months,14.94,C,4 years,MORTGAGE,40338,9.25,0,39.22,43,debt_consolidation,29,0
4027, 60 months,21.71,D,< 1 year,MORTGAGE,112780,8.93,0,63.19,42,debt_consolidation,40,0
5771, 60 months,13.5,C,8 years,RENT,80729,11.72,0,18.77,29,home_improvement,71,1
14437, 60 months,8.19,B,1 year,MORTGAGE,33343,24.12,0,79.13,7,debt_consolidation,52,0
12504, 36 months,11.26,A,1 year,RENT,127842,10.84,0,24.89,8,credit_card,52,1
26400, 36 months,10.3,E,9 years,OTHER,72964,20.87,0,80.96,6,debt_consolidation,64,1
6312, 36 months,18.62,C,3 years,RENT,69984,17.39,0,92.4,23,debt_consolidation,68,1
13632, 36 months,8.58,C,1 year,OWN,63044,11.03,0,16.42,40,debt_consolidation,51,1
9043, 36 months,17.9,C,10+ years,RENT,78997,26.78,0,91.77,36,small_business,40,0
7420, 36 months,14.32,B,3 years,MORTGAGE,80763,21.63,0,70.54,24,home_improvement,49,1
6875, 36 months,21.79,B,6 years,RENT,39051,15.02,1,88.72,34,other,67,1
7646, 36 months,14.7,A,2 years,MORTGAGE,58593,14.27,0,34.68,22,credit_card,37,1
20188, 36 months,23.6,D,6 years,MORTGAGE,68471,15.84,0,86.37,29,credit_card,73,0
14941, 36 months,23.01,B,7 years,RENT,82482,1.23,0,47.68,26,debt_consolidation,45,1
15799, 36 months,8.71,B,8 years,MORTGAGE,82991,7.58,0,18.97,28,credit_card,60,1
17300, 60 months,18.72,G,4 years,OWN,69936,19.16,0,99.66,22,debt_consolidation,30,1
26196, 36 months,9.29,B,6 years,RENT,48490,0.75,1,94.81,34,debt_consolidation,74,0
30301, 60 months,21.47,C,9 years,RENT,46952,8.27,1,12.48,28,credit_card,61,0
18898, 36 months,17.71,B,9 years,RENT,29255,11.47,0,45.62,14,debt_consolidation,69,1
22836, 36 months,10.88,B,8 years,RENT,82778,41.13,1,98.62,42,debt_consolidation,63,0
26110, 36 months,9.98,A,4 years,OWN,46521,21.06,0,54.85,23,credit_card,44,1
24473, 36 months,13.59,E,5 years,OWN,59247,24.88,0,49.71,28,home_improvement,33,1
5564, 36 months,21.01,C,10+ years,RENT,72132,7.75,0,19.54,25,debt_consolidation,64,0
34421, 36 months,20.92,D,2 years,OTHER,65118,18.26,0,41.95,16,debt_consolidation,51,0
6603, 60 months,5.67,F,7 years,RENT,64832,0.0,0,49.82,6,debt_consolidation,34,0
15002, 60 months,11.05,A,8 years,MORTGAGE,37851,12.02,0,71.41,11,debt_consolidation,36,0
23188, 36 months,13.46,D,5 years,MORTGAGE,73066,19.55,0,45.0,43,debt_consolidation,31,1
14714, 36 months,16.71,A,9 years,MORTGAGE,55615,2.24,0,63.5,43,home_improvement,73,0
9266, 36 months,7.99,C,4 years,OWN,62408,18.54,0,10.15,9,debt_consolidation,58,1
32393, 36 months,11.71,E,9 years,RENT,99739,19.28,1,76.38,27,debt_consolidation,37,1
3432, 36 months,22.71,A,7 years,MORTGAGE,80160,9.58,1,0.33,13,debt_consolidation,32,1
9359, 36 months,14.53,G,< 1 year,MORTGAGE,47876,7.49,0,64.22,26,other,67,0
34761, 36 months,19.88,C,9 years,MORTGAGE,60533,8.56,0,82.63,30,credit_card,59,1
25813, 36 months,14.7,B,7 years,RENT,112983,11.88,0,76.68,4,credit_card,58,1
3957, 60 months,14.3,A,2 years,OWN,55779,12.15,0,14.73,42,credit_card,24,0
26655, 60 months,17.44,C,7 years,RENT,66196,19.59,0,84.42,41,debt_consolidation,73,0
33963, 36 months,10.19,C,5 years,OWN,84924,10.19,1,7.92,42,debt_consolidation,44,1
4324, 60 months,10.0,A,10+ years,MORTGAGE,71456,29.42,0,6.64,22,debt_consolidation,59,1
15077, 36 months,24.79,C,3 years,RENT,53815,29.35,0,82.26,33,debt_consolidation,30,1
16919, 36 months,22.38,A,2 years,RENT,42697,17.13,0,18.25,44,debt_consolidation,53,1
5454, 60 months,19.76,G,< 1 year,RENT,64697,11.9,1,44.71,11,major_purchase,25,0
7819, 60 months,7.74,B,8 years,RENT,84741,10.2,0,93.66,10,debt_consolidation,45,0
6907, 60 months,5.6,C,10+ years,RENT,104627,17.85,3,20.9,36,debt_consolidation,33,1
7302, 36 months,8.51,E,7 years,RENT,21039,19.43,0,78.06,16,debt_consolidation,46,0
14719, 60 months,23.75,D,4 years,RENT,117884,13.19,0,58.44,10,debt_consolidation,67,1
16770, 36 months,21.33,E,9 years,OWN,56348,11.46,0,40.57,11,debt_consolidation,21,1
9091, 36 months,15.46,F,2 years,MORTGAGE,92745,18.17,0,45.92,31,other,45,1
10840, 36 months,24.38,A,7 years,RENT,42874,15.62,1,41.03,18,debt_consolidation,74,0
7536, 36 months,7.93,B,6 years,RENT,16675,9.85,0,82.73,15,credit_card,73,1
28066, 36 months,16.18,D,9 years,MORTGAGE,25612,16.02,1,81.4,44,credit_card,51,0
8199, 36 months,8.66,A,10+ years,RENT,55071,9.55,0,37.34,44,debt_consolidation,56,0
31858, 60 months,11.13,D,3 years,RENT,80723,8.24,1,69.72,20,debt_consolidation,52,0
19321, 36 months,23.8,A,1 year,OWN,65936,14.96,0,53.19,12,debt_consolidation,45,1
28292, 36 months,22.37,F,1 year,OTHER,57493,9.83,0,74.82,37,home_improvement,30,1
22637, 36 months,7.04,D,8 years,RENT,98541,8.4,0,5.0,34,credit_card,64,0
10045, 36 months,9.99,C,3 years,OTHER,65060,24.41,0,33.6,34,debt_consolidation,44,0
21446, 36 months,16.89,B,1 year,RENT,73394,11.47,0,33.58,12,debt_consolidation,68,1
10320, 36 months,6.23,G,8 years,RENT,158331,31.59,0,59.68,15,credit_card,32,0
5031, 36 months,16.0,D,7 years,RENT,64759,20.64,0,20.76,6,debt_consolidation,31,1
9660, 36 months,16.69,E,1 year,MORTGAGE,44125,7.61,0,53.17,27,debt_consolidation,32,1
10371, 36 months,10.82,E,7 years,OWN,79429,25.44,1,97.99,4,credit_card,56,1
5591, 60 months,10.86,A,7 years,OWN,87023,8.55,0,4.35,38,small_business,50,1
1802, 36 months,9.58,A,10+ years,OTHER,74030,32.76,0,50.34,16,major_purchase,56,1
33089, 36 months,23.71,A,10+ years,OWN,69707,17.04,1,13.83,28,credit_card,34,1
18456, 36 months,12.78,D,10+ years,RENT,109467,19.88,1,58.24,9,small_business,40,1
14669, 36 months,16.71,C,9 years,MORTGAGE,105717,15.28,1,24.09,14,debt_consolidation,56,0
32618, 36 months,11.03,B,8 years,RENT,61487,17.39,0,90.25,14,debt_consolidation,48,1
8639, 36 months,19.05,G,7 years,OWN,45695,12.94,0,31.8,39,debt_consolidation,41,0
14697, 36 months,7.03,A,5 years,MORTGAGE,77876,6.67,0,95.83,44,credit_card,38,0
29786, 36 months,6.43,D,8 years,OWN,45523,18.06,1,0.41,26,home_improvement,41,0
22489, 36 months,19.89,C,10+ years,RENT,91555,24.22,1,83.21,7,small_business,36,1
14572, 36 months,19.53,B,1 year,OWN,77722,4.28,0,26.17,44,debt_consolidation,58,1
9698, 36 months,10.3,A,1 year,RENT,145101,28.86,0,20.16,15,debt_consolidation,29,1
2193, 36 months,12.1,D,5 years,RENT,109199,20.41,0,88.41,30,debt_consolidation,57,0
3891, 36 months,24.15,D,3 years,OWN,32638,11.07,0,30.44,12,credit_card,25,1
6506, 60 months,7.09,B,5 years,RENT,49436,10.91,0,58.39,21,credit_card,42,0
27745, 36 months,8.66,C,3 years,RENT,8000,31.78,0,73.68,4,credit_card,47,0
22734, 36 months,13.6,C,8 years,OWN,8000,23.45,1,41.92,21,debt_consolidation,71,1
15737, 36 months,10.64,B,9 years,RENT,68415,25.26,0,10.13,31,debt_consolidation,56,1
27618, 36 months,17.98,C,3 years,RENT,29228,12.74,0,92.23,39,debt_consolidation,38,1
6466, 36 months,18.81,B,8 years,OTHER,114236,20.0,0,64.75,42,debt_consolidation,40,0
8171, 36 months,15.53,E,1 year,RENT,99737,18.14,3,89.24,44,debt_consolidation,59,0
14352, 36 months,17.22,D,8 years,RENT,56855,13.43,1,76.77,43,major_purchase,67,0
32191, 36 months,13.67,A,7 years,MORTGAGE,55151,15.98,0,77.4,20,home_improvement,63,0
21883, 36 months,20.21,E,7 years,RENT,109561,24.99,1,58.99,13,credit_card,69,1
29933, 36 months,5.84,B,5 years,MORTGAGE,116438,29.4,0,0.62,9,debt_consolidation,32,1
9437, 36 months,11.26,F,1 year,OWN,37022,12.74,2,88.27,9,debt_consolidation,47,1
29844, 36 months,18.69,C,9 years,OWN,33165,3.18,0,83.09,4,debt_consolidation,46,1
3464, 36 months,11.59,A,1 year,RENT,55967,29.79,1,72.7,32,debt_consolidation,43,0
8740, 36 months,6.57,D,5 years,RENT,77936,29.91,0,87.82,16,debt_consolidation,22,1
18782, 60 months,11.9,A,1 year,MORTGAGE,49590,18.6,0,18.42,24,debt_consolidation,33,0
2718, 36 months,19.23,E,9 years,RENT,78566,31.13,1,28.19,17,major_purchase,38,0
30180, 36 months,7.44,F,6 years,MORTGAGE,123509,17.95,0,15.71,25,major_purchase,43,0
30492, 36 months,19.49,D,5 years,MORTGAGE,22819,6.82,1,64.66,20,small_business,35,1
19409, 36 months,20.51,C,3 years,MORTGAGE,51630,3.19,0,43.84,27,debt_consolidation,40,0
11397, 36 months,17.71,C,8 years,RENT,23390,3.1,0,10.26,9,debt_consolidation,62,1
4364, 36 months,9.88,B,2 years,MORTGAGE,39902,15.04,0,57.56,40,debt_consolidation,38,1
22043, 36 months,21.11,A,7 years,MORTGAGE,56160,10.8,0,33.9,23,credit_card,32,1
19280, 36 months,9.29,F,10+ years,RENT,43184,9.79,0,49.05,32,debt_consolidation,46,1
26838, 60 months,23.12,B,2 years,MORTGAGE,80599,14.04,0,26.14,42,debt_consolidation,22,1
21486, 60 months,19.13,B,7 years,RENT,69529,22.72,0,16.11,6,debt_consolidation,33,1
5361, 36 months,6.09,A,3 years,OTHER,73971,10.08,0,45.08,12,debt_consolidation,22,0
5140, 36 months,20.99,G,10+ years,RENT,55799,8.56,0,22.61,25,debt_consolidation,24,1
27548, 36 months,15.13,F,9 years,RENT,58562,10.67,0,40.5,31,debt_consolidation,62,1
6406, 60 months,14.05,B,3 years,OWN,54479,23.29,0,38.23,22,debt_consolidation,22,1
32909, 60 months,13.41,B,2 years,RENT,57540,14.37,1,94.04,4,home_improvement,28,1
4602, 36 months,17.13,E,< 1 year,RENT,77570,17.52,0,18.68,32,debt_consolidation,30,0
25764, 36 months,19.49,B,7 years,RENT,8000,28.98,0,28.64,30,debt_consolidation,55,0
34157, 36 months,22.92,G,10+ years,MORTGAGE,73638,40.59,0,79.19,3,major_purchase,38,1
16001, 60 months,10.46,F,1 year,RENT,38938,20.76,0,29.59,42,home_improvement,31,1
2928, 36 months,17.62,D,8 years,OWN,54834,19.87,0,48.03,40,debt_consolidation,60,0
30807, 36 months,18.73,A,8 years,OWN,18154,4.34,0,76.19,14,home_improvement,32,1
7368, 36 months,18.5,D,5 years,OWN,54240,18.32,0,0.44,28,debt_consolidation,71,1
18933, 36 months,14.86,G,2 years,RENT,73337,15.56,0,95.66,37,credit_card,64,1
34474, 36 months,12.82,B,7 years,RENT,78713,23.03,0,46.28,21,major_purchase,68,1
26322, 36 months,20.25,E,6 years,OTHER,29410,11.47,0,75.94,6,debt_consolidation,57,0
2574, 36 months,11.0,B,8 years,MORTGAGE,77265,16.81,0,92.08,19,debt_consolidation,35,0
28897, 36 months,9.16,G,6 years,MORTGAGE,99193,20.45,0,87.68,18,debt_consolidation,56,1
6482, 36 months,15.92,D,< 1 year,MORTGAGE,50189,32.09,0,22.04,37,credit_card,61,0
26477, 36 months,10.35,A,2 years,MORTGAGE,65027,29.07,1,55.52,3,home_improvement,71,0
22112, 60 months,5.66,C,4 years,OTHER,8000,26.39,1,41.07,42,debt_consolidation,23,0
10787, 36 months,6.03,A,5 years,OWN,38089,21.54,1,53.24,17,debt_consolidation,67,0
15402, 36 months,18.9,B,3 years,MORTGAGE,73116,11.12,0,77.96,19,credit_card,64,0
5006, 36 months,24.46,F,9 years,RENT,93664,21.54,0,35.45,16,debt_consolidation,66,0
34550, 36 months,14.09,A,3 years,RENT,47022,8.05,0,47.72,3,debt_consolidation,31,0
9103, 36 months,7.94,F,7 years,OWN,145082,13.14,1,60.8,32,debt_consolidation,28,1
11495, 36 months,21.36,A,3 years,OWN,74417,31.01,0,27.06,34,debt_consolidation,56,1
18097, 36 months,10.23,D,10+ years,RENT,26799,19.84,1,60.66,15,debt_consolidation,29,1
23860, 36 months,24.91,G,10+ years,OWN,103615,17.04,0,14.89,8,credit_card,31,1
18179, 36 months,16.27,D,8 years,OWN,27412,18.2,2,62.16,37,debt_consolidation,74,1
18174, 36 months,9.65,E,8 years,MORTGAGE,74853,14.16,0,14.32,32,debt_consolidation,70,0
20809, 36 months,14.92,G,7 years,RENT,37123,0.0,0,77.57,15,credit_card,52,0
30161, 36 months,11.71,D,6 years,RENT,24277,3.62,0,19.4,31,debt_consolidation,55,0
14433, 36 months,20.59,E,6 years,MORTGAGE,93865,20.56,1,64.61,12,credit_card,50,1
29292, 36 months,7.12,A,< 1 year,OWN,57207,6.72,0,58.12,29,major_purchase,61,1
27754, 36 months,22.14,B,10+ years,MORTGAGE,116770,14.03,1,42.53,23,debt_consolidation,48,1
33674, 36 months,20.35,B,10+ years,RENT,34462,3.95,1,64.55,10,major_purchase,53,1
32047, 60 months,22.23,E,5 years,RENT,18211,8.53,0,84.65,30,major_purchase,60,1
28138, 36 months,22.9,D,9 years,MORTGAGE,50610,14.96,1,12.02,10,debt_consolidation,63,1
9388, 36 months,9.6,C,4 years,RENT,151715,23.31,0,67.64,40,home_improvement,53,1
27326, 36 months,15.42,F,1 year,OWN,90017,25.12,0,41.01,7,debt_consolidation,61,0
26041, 36 months,22.0,A,9 years,RENT,81617,8.39,1,67.39,37,home_improvement,29,0
10843, 60 months,12.55,F,5 years,RENT,82608,17.76,2,87.5,15,credit_card,23,0
24051, 36 months,6.21,A,10+ years,MORTGAGE,50455,2.17,0,65.28,25,other,26,0
9600, 60 months,10.83,B,2 years,RENT,146881,15.51,0,15.98,38,debt_consolidation,61,1
18785, 36 months,9.84,D,5 years,RENT,78743,23.58,1,41.61,44,credit_card,37,0
28089, 36 months,22.4,B,7 years,MORTGAGE,75929,14.4,2,54.94,23,debt_consolidation,63,1
7410, 60 months,14.28,D,1 year,RENT,94546,26.84,0,12.69,15,major_purchase,67,0
12456, 36 months,18.67,D,10+ years,RENT,26803,22.53,0,64.36,34,debt_consolidation,58,1
28037, 36 months,24.24,E,6 years,OWN,38620,17.17,0,71.32,44,debt_consolidation,42,0
16428, 36 months,10.98,A,1 year,RENT,57635,12.75,0,76.25,15,home_improvement,26,0
33661, 60 months,20.22,A,8 years,OWN,94740,10.19,0,11.99,19,debt_consolidation,68,1
1270, 36 months,5.46,A,9 years,RENT,26058,1.88,0,70.51,37,credit_card,39,1
25542, 36 months,7.08,C,4 years,RENT,62979,3.34,1,36.62,14,debt_consolidation,51,1
28682, 60 months,8.24,A,6 years,RENT,58735,23.95,0,21.12,26,debt_consolidation,60,1
32207, 36 months,11.25,B,8 years,MORTGAGE,17768,28.62,0,52.43,19,home_improvement,71,0
6329, 36 months,13.06,E,1 year,RENT,49732,5.27,0,57.27,24,major_purchase,49,0
34462, 36 months,14.54,F,5 years,MORTGAGE,81268,15.61,0,45.68,27,debt_consolidation,68,1
14337, 36 months,9.91,E,6 years,RENT,20502,0.83,0,84.08,24,credit_card,60,0
12969, 60 months,6.32,A,3 years,RENT,107340,6.21,0,15.58,22,debt_consolidation,41,1
13088, 36 months,18.55,C,3 years,MORTGAGE,79041,17.34,1,40.72,19,small_business,39,1
22699, 36 months,5.47,A,6 years,RENT,75380,10.33,0,26.7,5,credit_card,50,0
23415, 36 months,21.19,B,8 years,OWN,65246,0.0,1,4.88,35,debt_consolidation,59,1
17113, 36 months,23.58,B,4 years,MORTGAGE,32230,30.47,1,33.91,17,debt_consolidation,59,1
3415, 60 months,19.21,F,1 year,MORTGAGE,45509,14.56,1,71.81,6,debt_consolidation,60,0
34545, 36 months,16.92,D,8 years,OWN,75856,5.06,1,52.32,23,small_business,23,0
8551, 36 months,18.14,B,1 year,MORTGAGE,45450,16.15,0,41.87,37,debt_consolidation,43,1
4189, 36 months,18.04,D,< 1 year,RENT,70662,14.27,1,47.47,30,debt_consolidation,29,1
21311, 36 months,23.63,F,3 years,MORTGAGE,38034,18.8,0,31.25,27,debt_consolidation,22,0
15020, 36 months,24.29,A,8 years,RENT,78543,11.94,0,12.22,43,credit_card,60,1
21929, 36 months,13.53,E,8 years,RENT,80782,17.83,1,59.04,31,credit_card,74,1
30768, 36 months,17.34,A,3 years,OWN,16169,23.49,1,81.54,43,debt_consolidation,70,1
4309, 60 months,21.06,A,5 years,RENT,67019,3.14,2,78.91,40,debt_consolidation,68,1
10657, 36 months,5.02,E,10+ years,MORTGAGE,19350,8.76,0,23.33,24,debt_consolidation,37,1
18563, 36 months,15.54,A,7 years,RENT,9169,22.55,0,43.43,5,credit_card,29,0
27784, 36 months,18.06,D,8 years,RENT,47183,10.04,0,55.21,26,small_business,42,1
21421, 36 months,19.34,A,< 1 year,OWN,148908,14.26,0,80.25,42,major_purchase,44,1
14014, 36 months,12.38,C,2 years,OWN,88262,10.77,0,19.65,32,debt_consolidation,68,0
21742, 36 months,10.91,C,1 year,OTHER,106763,11.33,0,13.22,12,debt_consolidation,38,0
34319, 36 months,8.64,E,10+ years,RENT,83252,10.56,0,93.16,38,debt_consolidation,35,1
17321, 60 months,16.16,E,3 years,RENT,71163,3.67,0,14.57,38,home_improvement,73,1
31040, 60 months,23.39,D,5 years,RENT,91862,19.13,1,98.91,34,credit_card,71,1
27518, 60 months,22.92,B,6 years,RENT,45813,24.56,0,59.9,9,debt_consolidation,59,0
11244, 36 months,12.2,A,5 years,RENT,79115,13.41,1,49.9,33,debt_consolidation,28,1
9483, 60 months,10.16,D,< 1 year,MORTGAGE,100313,23.55,0,18.89,39,debt_consolidation,51,0
27186, 36 months,20.78,C,10+ years,RENT,85983,10.58,1,86.05,21,debt_consolidation,34,1
8054, 36 months,19.5,A,4 years,MORTGAGE,102283,10.05,2,17.22,31,other,29,1
12453, 36 months,15.11,F,10+ years,OWN,70478,18.7,1,40.13,39,debt_consolidation,22,0
9003, 36 months,12.78,B,8 years,OWN,115762,18.85,1,4.8,33,home_improvement,38,0
21616, 36 months,7.48,A,7 years,RENT,58753,13.99,1,2.25,30,major_purchase,26,0
11000, 36 months,20.7,F,7 years,RENT,128531,21.09,0,72.96,20,debt_consolidation,25,1
23388, 36 months,17.35,C,10+ years,RENT,82208,3.42,2,20.77,9,debt_consolidation,34,1
32784, 36 months,12.54,D,3 years,OWN,53482,12.26,0,60.08,14,debt_consolidation,46,1
29206, 60 months,23.38,A,3 years,OWN,29626,23.68,1,72.34,28,credit_card,56,1
33230, 36 months,18.19,B,7 years,RENT,40760,23.66,0,49.18,33,debt_consolidation,67,0
1831, 36 months,23.58,D,2 years,RENT,36219,22.52,0,65.64,16,major_purchase,31,1
16485, 36 months,14.49,B,8 years,OTHER,62338,24.19,2,24.11,19,credit_card,63,1
8485, 60 months,14.09,D,< 1 year,RENT,26781,11.65,1,81.79,11,credit_card,71,1
32207, 36 months,23.74,A,9 years,RENT,103783,0.0,0,20.62,17,credit_card,62,0
25205, 36 months,24.2,A,3 years,RENT,68322,12.67,1,59.06,30,debt_consolidation,39,0
11887, 36 months,24.22,A,< 1 year,RENT,67104,20.72,0,83.59,3,credit_card,37,1
20159, 36 months,21.38,B,6 years,RENT,30038,22.19,0,79.32,29,debt_consolidation,49,1
21584, 36 months,14.25,A,3 years,OWN,41929,10.26,0,5.13,5,debt_consolidation,65,1
17850, 36 months,9.21,D,3 years,OWN,8000,6.29,0,36.72,43,debt_consolidation,56,0
17127, 36 months,12.67,C,5 years,OWN,113534,7.18,1,85.26,34,debt_consolidation,45,0
2877, 36 months,23.77,A,6 years,RENT,22469,10.11,0,85.09,44,debt_consolidation,28,0
16383, 36 months,12.27,C,1 year,RENT,24743,0.0,0,63.64,18,debt_consolidation,57,0
12841, 36 months,20.13,A,< 1 year,MORTGAGE,107395,10.26,1,10.85,20,debt_consolidation,58,0
28820, 36 months,23.46,B,5 years,RENT,76627,15.43,1,40.43,23,small_business,48,1
30413, 36 months,24.41,E,3 years,RENT,68622,14.12,0,96.12,10,debt_consolidation,27,1
26514, 36 months,23.95,D,6 years,OWN,75208,12.03,0,10.65,33,debt_consolidation,44,1
2050, 36 months,16.1,D,8 years,MORTGAGE,93617,8.8,0,80.14,8,debt_consolidation,65,1
29601, 36 months,14.84,B,6 years,RENT,67996,9.84,0,41.78,38,debt_consolidation,72,1
14478, 36 months,24.75,A,1 year,MORTGAGE,18694,10.0,1,74.47,43,major_purchase,47,0
15156, 36 months,9.36,D,10+ years,RENT,86996,21.35,0,5.43,13,debt_consolidation,66,0
33135, 36 months,8.75,C,7 years,OTHER,77670,14.99,0,1.03,19,debt_consolidation,25,0
30488, 36 months,24.26,C,< 1 year,RENT,100147,43.5,0,30.06,4,debt_consolidation,24,0
2729, 36 months,18.78,G,8 years,MORTGAGE,27527,12.01,1,87.02,17,debt_consolidation,59,1
13234, 36 months,15.73,B,9 years,RENT,43120,18.94,1,67.98,11,credit_card,73,0
26489, 36 months,7.64,E,6 years,MORTGAGE,76763,12.21,1,61.18,29,debt_consolidation,25,0
19320, 36 months,15.26,C,9 years,OWN,36665,11.99,2,99.77,36,credit_card,28,1
9758, 36 months,23.88,A,9 years,MORTGAGE,8000,29.06,0,34.73,5,debt_consolidation,73,1
18842, 36 months,17.06,A,10+ years,MORTGAGE,70920,23.98,1,85.03,10,credit_card,72,0
30464, 36 months,13.09,C,10+ years,OWN,91850,0.0,0,10.97,30,debt_consolidation,45,0
8591, 36 months,16.02,B,2 years,RENT,61132,5.8,1,17.07,22,debt_consolidation,23,1
26366, 36 months,22.72,D,< 1 year,RENT,81444,13.77,0,47.81,39,debt_consolidation,41,1
25981, 36 months,23.26,D,7 years,OTHER,77101,10.35,0,95.95,36,debt_consolidation,57,1
31113, 60 months,13.0,C,7 years,MORTGAGE,65315,1.43,0,70.34,33,debt_consolidation,37,1
11130, 60 months,17.16,C,6 years,RENT,69079,16.04,0,11.25,43,credit_card,38,1
8341, 36 months,10.58,C,2 years,RENT,105474,0.0,0,95.49,20,major_purchase,45,1
19620, 36 months,14.02,C,10+ years,RENT,36072,16.14,1,76.57,30,debt_consolidation,45,1
19063, 36 months,9.4,E,4 years,RENT,88191,21.57,3,73.66,7,debt_consolidation,63,0
14924, 36 months,15.63,A,8 years,RENT,29574,22.85,0,55.15,7,debt_consolidation,47,1
27495, 36 months,16.56,G,6 years,MORTGAGE,41157,13.7,0,39.35,13,major_purchase,49,1
28167, 36 months,11.76,A,9 years,RENT,100878,28.6,0,10.99,15,debt_consolidation,42,1
9353, 36 months,10.44,A,7 years,MORTGAGE,28705,17.98,1,61.98,14,debt_consolidation,55,0
28048, 60 months,8.02,D,6 years,OTHER,57752,22.61,0,12.77,31,major_purchase,58,0
8845, 36 months,7.79,A,9 years,RENT,135840,8.37,0,58.99,19,debt_consolidation,24,1
14859, 36 months,19.23,B,< 1 year,OWN,95767,28.69,0,53.96,32,credit_card,23,0
1924, 36 months,9.43,A,7 years,OWN,42885,14.97,1,59.65,8,debt_consolidation,66,0
12573, 36 months,7.36,D,6 years,RENT,48025,29.19,0,82.68,17,credit_card,23,0
33589, 36 months,24.98,C,8 years,MORTGAGE,59897,27.22,1,41.12,27,debt_consolidation,49,1
16047, 60 months,10.2,A,2 years,OWN,104358,17.32,0,43.66,44,major_purchase,66,1
25140, 36 months,22.92,C,6 years,RENT,34951,18.65,1,6.0,18,debt_consolidation,49,1
4669, 36 months,17.18,A,3 years,MORTGAGE,33135,13.38,0,28.77,26,debt_consolidation,25,1
22609, 36 months,19.3,G,1 year,RENT,86401,7.63,0,8.1,23,credit_card,34,0
13633, 60 months,16.22,A,6 years,RENT,14566,20.36,0,14.18,3,debt_consolidation,29,1
26295, 60 months,8.62,C,< 1 year,OTHER,37668,19.9,0,42.68,14,debt_consolidation,25,1
32552, 36 months,21.94,C,1 year,RENT,62447,0.43,1,40.72,15,debt_consolidation,39,0
19074, 36 months,21.56,C,5 years,RENT,63985,14.25,1,93.59,22,debt_consolidation,39,1
4496, 36 months,11.99,F,9 years,RENT,24061,22.81,2,11.93,10,other,56,1
17188, 60 months,20.28,B,7 years,RENT,75612,28.19,0,14.93,32,credit_card,65,0
5185, 60 months,15.86,D,< 1 year,RENT,81613,21.53,1,75.09,22,debt_consolidation,52,1
16284, 60 months,23.18,B,1 year,OWN,45125,1.34,1,2.24,6,debt_consolidation,50,1
3078, 36 months,21.06,D,4 years,RENT,114823,5.51,1,65.09,17,debt_consolidation,64,1
22774, 36 months,5.82,B,4 years,OWN,75188,11.89,0,74.76,24,major_purchase,35,0
11555, 36 months,22.59,A,< 1 year,RENT,34854,27.59,0,62.9,12,debt_consolidation,46,1
7852, 36 months,24.37,A,2 years,RENT,113623,9.54,0,28.78,28,debt_consolidation,53,1
1588, 36 months,19.84,A,1 year,MORTGAGE,49300,24.53,0,10.36,34,debt_consolidation,64,0
31193, 36 months,7.4,F,6 years,MORTGAGE,70366,9.39,0,99.42,31,credit_card,39,1
29464, 36 months,21.15,E,7 years,MORTGAGE,50397,19.79,1,85.94,31,credit_card,48,1
28599, 60 months,17.95,A,4 years,RENT,83725,6.54,0,73.06,41,credit_card,33,1
2976, 36 months,11.78,C,6 years,OWN,50554,13.26,2,18.7,25,home_improvement,37,0
12885, 60 months,22.68,D,2 years,MORTGAGE,52374,4.82,0,43.09,35,credit_card,60,0
